,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp
3618,21/05/2020,21,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3619,20/05/2020,20,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3620,19/05/2020,19,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3621,18/05/2020,18,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3622,17/05/2020,17,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3623,16/05/2020,16,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3624,15/05/2020,15,5,2020,1,0,British_Virgin_Islands,VG,VGB,30033.0,America
3625,14/05/2020,14,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3626,13/05/2020,13,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3627,12/05/2020,12,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3628,11/05/2020,11,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3629,10/05/2020,10,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3630,09/05/2020,9,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3631,08/05/2020,8,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3632,07/05/2020,7,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3633,06/05/2020,6,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3634,05/05/2020,5,5,2020,1,0,British_Virgin_Islands,VG,VGB,30033.0,America
3635,04/05/2020,4,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3636,03/05/2020,3,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3637,02/05/2020,2,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3638,01/05/2020,1,5,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3639,30/04/2020,30,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3640,29/04/2020,29,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3641,28/04/2020,28,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3642,27/04/2020,27,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3643,26/04/2020,26,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3644,25/04/2020,25,4,2020,1,0,British_Virgin_Islands,VG,VGB,30033.0,America
3645,24/04/2020,24,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3646,23/04/2020,23,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3647,22/04/2020,22,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3648,21/04/2020,21,4,2020,1,0,British_Virgin_Islands,VG,VGB,30033.0,America
3649,20/04/2020,20,4,2020,1,1,British_Virgin_Islands,VG,VGB,30033.0,America
3650,19/04/2020,19,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3651,18/04/2020,18,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3652,17/04/2020,17,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3653,16/04/2020,16,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3654,15/04/2020,15,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3655,14/04/2020,14,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3656,13/04/2020,13,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3657,12/04/2020,12,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3658,11/04/2020,11,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3659,10/04/2020,10,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3660,09/04/2020,9,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3661,08/04/2020,8,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3662,07/04/2020,7,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3663,06/04/2020,6,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3664,05/04/2020,5,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3665,04/04/2020,4,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3666,03/04/2020,3,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3667,02/04/2020,2,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3668,01/04/2020,1,4,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3669,31/03/2020,31,3,2020,1,0,British_Virgin_Islands,VG,VGB,30033.0,America
3670,30/03/2020,30,3,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3671,29/03/2020,29,3,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3672,28/03/2020,28,3,2020,0,0,British_Virgin_Islands,VG,VGB,30033.0,America
3673,27/03/2020,27,3,2020,2,0,British_Virgin_Islands,VG,VGB,30033.0,America
3674,27/06/2020,27,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3675,26/06/2020,26,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3676,25/06/2020,25,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3677,24/06/2020,24,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3678,23/06/2020,23,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3679,22/06/2020,22,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3680,21/06/2020,21,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3681,20/06/2020,20,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3682,19/06/2020,19,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3683,18/06/2020,18,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3684,17/06/2020,17,6,2020,0,1,Brunei_Darussalam,BN,BRN,433296.0,Asia
3685,16/06/2020,16,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3686,15/06/2020,15,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3687,14/06/2020,14,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3688,13/06/2020,13,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3689,12/06/2020,12,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3690,11/06/2020,11,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3691,10/06/2020,10,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3692,09/06/2020,9,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3693,08/06/2020,8,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3694,07/06/2020,7,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3695,06/06/2020,6,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3696,05/06/2020,5,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3697,04/06/2020,4,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3698,03/06/2020,3,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3699,02/06/2020,2,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3700,01/06/2020,1,6,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3701,31/05/2020,31,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3702,30/05/2020,30,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3703,29/05/2020,29,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3704,28/05/2020,28,5,2020,0,1,Brunei_Darussalam,BN,BRN,433296.0,Asia
3705,27/05/2020,27,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3706,26/05/2020,26,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3707,25/05/2020,25,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3708,24/05/2020,24,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3709,23/05/2020,23,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3710,22/05/2020,22,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3711,21/05/2020,21,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3712,20/05/2020,20,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3713,19/05/2020,19,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3714,18/05/2020,18,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3715,17/05/2020,17,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3716,16/05/2020,16,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3717,15/05/2020,15,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3718,14/05/2020,14,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3719,13/05/2020,13,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3720,12/05/2020,12,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3721,11/05/2020,11,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3722,10/05/2020,10,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3723,09/05/2020,9,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3724,08/05/2020,8,5,2020,2,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3725,07/05/2020,7,5,2020,1,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3726,06/05/2020,6,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3727,05/05/2020,5,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3728,04/05/2020,4,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3729,03/05/2020,3,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3730,02/05/2020,2,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3731,01/05/2020,1,5,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3732,30/04/2020,30,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3733,29/04/2020,29,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3734,28/04/2020,28,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3735,27/04/2020,27,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3736,26/04/2020,26,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3737,25/04/2020,25,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3738,24/04/2020,24,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3739,23/04/2020,23,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3740,22/04/2020,22,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3741,21/04/2020,21,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3742,20/04/2020,20,4,2020,1,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3743,19/04/2020,19,4,2020,1,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3744,18/04/2020,18,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3745,17/04/2020,17,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3746,16/04/2020,16,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3747,15/04/2020,15,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3748,14/04/2020,14,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3749,13/04/2020,13,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3750,12/04/2020,12,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3751,11/04/2020,11,4,2020,1,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3752,10/04/2020,10,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3753,09/04/2020,9,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3754,08/04/2020,8,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3755,07/04/2020,7,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3756,06/04/2020,6,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3757,05/04/2020,5,4,2020,2,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3758,04/04/2020,4,4,2020,0,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3759,03/04/2020,3,4,2020,2,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3760,02/04/2020,2,4,2020,2,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3761,01/04/2020,1,4,2020,2,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3762,31/03/2020,31,3,2020,1,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3763,30/03/2020,30,3,2020,6,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3764,29/03/2020,29,3,2020,5,1,Brunei_Darussalam,BN,BRN,433296.0,Asia
3765,28/03/2020,28,3,2020,1,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3766,27/03/2020,27,3,2020,7,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3767,26/03/2020,26,3,2020,3,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3768,25/03/2020,25,3,2020,13,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3769,24/03/2020,24,3,2020,3,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3770,23/03/2020,23,3,2020,5,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3771,22/03/2020,22,3,2020,5,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3772,21/03/2020,21,3,2020,5,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3773,20/03/2020,20,3,2020,5,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3774,19/03/2020,19,3,2020,12,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3775,18/03/2020,18,3,2020,2,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3776,17/03/2020,17,3,2020,4,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3777,16/03/2020,16,3,2020,10,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3778,15/03/2020,15,3,2020,3,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3779,14/03/2020,14,3,2020,12,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3780,13/03/2020,13,3,2020,14,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3781,12/03/2020,12,3,2020,10,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3782,10/03/2020,10,3,2020,1,0,Brunei_Darussalam,BN,BRN,433296.0,Asia
3783,27/06/2020,27,6,2020,105,4,Bulgaria,BG,BGR,7000039.0,Europe
3784,26/06/2020,26,6,2020,166,2,Bulgaria,BG,BGR,7000039.0,Europe
3785,25/06/2020,25,6,2020,128,1,Bulgaria,BG,BGR,7000039.0,Europe
3786,24/06/2020,24,6,2020,130,1,Bulgaria,BG,BGR,7000039.0,Europe
3787,23/06/2020,23,6,2020,79,8,Bulgaria,BG,BGR,7000039.0,Europe
3788,22/06/2020,22,6,2020,33,0,Bulgaria,BG,BGR,7000039.0,Europe
3789,21/06/2020,21,6,2020,117,6,Bulgaria,BG,BGR,7000039.0,Europe
3790,20/06/2020,20,6,2020,81,3,Bulgaria,BG,BGR,7000039.0,Europe
3791,19/06/2020,19,6,2020,132,6,Bulgaria,BG,BGR,7000039.0,Europe
3792,18/06/2020,18,6,2020,89,3,Bulgaria,BG,BGR,7000039.0,Europe
3793,17/06/2020,17,6,2020,112,5,Bulgaria,BG,BGR,7000039.0,Europe
3794,16/06/2020,16,6,2020,51,2,Bulgaria,BG,BGR,7000039.0,Europe
3795,15/06/2020,15,6,2020,24,2,Bulgaria,BG,BGR,7000039.0,Europe
3796,14/06/2020,14,6,2020,75,0,Bulgaria,BG,BGR,7000039.0,Europe
3797,13/06/2020,13,6,2020,105,4,Bulgaria,BG,BGR,7000039.0,Europe
3798,12/06/2020,12,6,2020,197,1,Bulgaria,BG,BGR,7000039.0,Europe
3799,11/06/2020,11,6,2020,0,0,Bulgaria,BG,BGR,7000039.0,Europe
3800,10/06/2020,10,6,2020,79,3,Bulgaria,BG,BGR,7000039.0,Europe
3801,09/06/2020,9,6,2020,83,4,Bulgaria,BG,BGR,7000039.0,Europe
3802,08/06/2020,8,6,2020,16,0,Bulgaria,BG,BGR,7000039.0,Europe
3803,07/06/2020,7,6,2020,43,0,Bulgaria,BG,BGR,7000039.0,Europe
3804,06/06/2020,6,6,2020,83,13,Bulgaria,BG,BGR,7000039.0,Europe
3805,05/06/2020,5,6,2020,0,0,Bulgaria,BG,BGR,7000039.0,Europe
3806,04/06/2020,4,6,2020,47,3,Bulgaria,BG,BGR,7000039.0,Europe
3807,03/06/2020,3,6,2020,25,0,Bulgaria,BG,BGR,7000039.0,Europe
3808,02/06/2020,2,6,2020,0,4,Bulgaria,BG,BGR,7000039.0,Europe
3809,01/06/2020,1,6,2020,0,0,Bulgaria,BG,BGR,7000039.0,Europe
3810,31/05/2020,31,5,2020,14,1,Bulgaria,BG,BGR,7000039.0,Europe
3811,30/05/2020,30,5,2020,14,3,Bulgaria,BG,BGR,7000039.0,Europe
3812,29/05/2020,29,5,2020,25,3,Bulgaria,BG,BGR,7000039.0,Europe
3813,28/05/2020,28,5,2020,0,0,Bulgaria,BG,BGR,7000039.0,Europe
3814,27/05/2020,27,5,2020,27,3,Bulgaria,BG,BGR,7000039.0,Europe
3815,26/05/2020,26,5,2020,0,0,Bulgaria,BG,BGR,7000039.0,Europe
3816,25/05/2020,25,5,2020,25,4,Bulgaria,BG,BGR,7000039.0,Europe
3817,24/05/2020,24,5,2020,0,0,Bulgaria,BG,BGR,7000039.0,Europe
3818,23/05/2020,23,5,2020,36,1,Bulgaria,BG,BGR,7000039.0,Europe
3819,22/05/2020,22,5,2020,41,5,Bulgaria,BG,BGR,7000039.0,Europe
3820,21/05/2020,21,5,2020,39,4,Bulgaria,BG,BGR,7000039.0,Europe
3821,20/05/2020,20,5,2020,33,4,Bulgaria,BG,BGR,7000039.0,Europe
3822,19/05/2020,19,5,2020,24,2,Bulgaria,BG,BGR,7000039.0,Europe
3823,18/05/2020,18,5,2020,24,2,Bulgaria,BG,BGR,7000039.0,Europe
3824,17/05/2020,17,5,2020,73,6,Bulgaria,BG,BGR,7000039.0,Europe
3825,16/05/2020,16,5,2020,38,3,Bulgaria,BG,BGR,7000039.0,Europe
3826,15/05/2020,15,5,2020,31,3,Bulgaria,BG,BGR,7000039.0,Europe
3827,14/05/2020,14,5,2020,46,1,Bulgaria,BG,BGR,7000039.0,Europe
3828,13/05/2020,13,5,2020,33,2,Bulgaria,BG,BGR,7000039.0,Europe
3829,12/05/2020,12,5,2020,25,2,Bulgaria,BG,BGR,7000039.0,Europe
3830,11/05/2020,11,5,2020,10,1,Bulgaria,BG,BGR,7000039.0,Europe
3831,10/05/2020,10,5,2020,44,2,Bulgaria,BG,BGR,7000039.0,Europe
3832,09/05/2020,9,5,2020,82,4,Bulgaria,BG,BGR,7000039.0,Europe
3833,08/05/2020,8,5,2020,51,0,Bulgaria,BG,BGR,7000039.0,Europe
3834,07/05/2020,7,5,2020,89,6,Bulgaria,BG,BGR,7000039.0,Europe
3835,06/05/2020,6,5,2020,37,0,Bulgaria,BG,BGR,7000039.0,Europe
3836,05/05/2020,5,5,2020,34,5,Bulgaria,BG,BGR,7000039.0,Europe
3837,04/05/2020,4,5,2020,24,1,Bulgaria,BG,BGR,7000039.0,Europe
3838,03/05/2020,3,5,2020,6,3,Bulgaria,BG,BGR,7000039.0,Europe
3839,02/05/2020,2,5,2020,82,3,Bulgaria,BG,BGR,7000039.0,Europe
3840,01/05/2020,1,5,2020,59,2,Bulgaria,BG,BGR,7000039.0,Europe
3841,30/04/2020,30,4,2020,48,6,Bulgaria,BG,BGR,7000039.0,Europe
3842,29/04/2020,29,4,2020,36,0,Bulgaria,BG,BGR,7000039.0,Europe
3843,28/04/2020,28,4,2020,63,2,Bulgaria,BG,BGR,7000039.0,Europe
3844,27/04/2020,27,4,2020,53,1,Bulgaria,BG,BGR,7000039.0,Europe
3845,26/04/2020,26,4,2020,59,1,Bulgaria,BG,BGR,7000039.0,Europe
3846,25/04/2020,25,4,2020,91,2,Bulgaria,BG,BGR,7000039.0,Europe
3847,24/04/2020,24,4,2020,73,3,Bulgaria,BG,BGR,7000039.0,Europe
3848,23/04/2020,23,4,2020,49,4,Bulgaria,BG,BGR,7000039.0,Europe
3849,22/04/2020,22,4,2020,46,2,Bulgaria,BG,BGR,7000039.0,Europe
3850,21/04/2020,21,4,2020,14,0,Bulgaria,BG,BGR,7000039.0,Europe
3851,20/04/2020,20,4,2020,37,2,Bulgaria,BG,BGR,7000039.0,Europe
3852,19/04/2020,19,4,2020,32,0,Bulgaria,BG,BGR,7000039.0,Europe
3853,18/04/2020,18,4,2020,46,3,Bulgaria,BG,BGR,7000039.0,Europe
3854,17/04/2020,17,4,2020,53,2,Bulgaria,BG,BGR,7000039.0,Europe
3855,16/04/2020,16,4,2020,34,1,Bulgaria,BG,BGR,7000039.0,Europe
3856,15/04/2020,15,4,2020,28,3,Bulgaria,BG,BGR,7000039.0,Europe
3857,14/04/2020,14,4,2020,10,3,Bulgaria,BG,BGR,7000039.0,Europe
3858,13/04/2020,13,4,2020,14,1,Bulgaria,BG,BGR,7000039.0,Europe
3859,12/04/2020,12,4,2020,26,3,Bulgaria,BG,BGR,7000039.0,Europe
3860,11/04/2020,11,4,2020,11,1,Bulgaria,BG,BGR,7000039.0,Europe
3861,10/04/2020,10,4,2020,31,0,Bulgaria,BG,BGR,7000039.0,Europe
3862,09/04/2020,9,4,2020,16,1,Bulgaria,BG,BGR,7000039.0,Europe
3863,08/04/2020,8,4,2020,28,1,Bulgaria,BG,BGR,7000039.0,Europe
3864,07/04/2020,7,4,2020,18,2,Bulgaria,BG,BGR,7000039.0,Europe
3865,06/04/2020,6,4,2020,28,3,Bulgaria,BG,BGR,7000039.0,Europe
3866,05/04/2020,5,4,2020,18,3,Bulgaria,BG,BGR,7000039.0,Europe
3867,04/04/2020,4,4,2020,28,4,Bulgaria,BG,BGR,7000039.0,Europe
3868,03/04/2020,3,4,2020,35,0,Bulgaria,BG,BGR,7000039.0,Europe
3869,02/04/2020,2,4,2020,23,2,Bulgaria,BG,BGR,7000039.0,Europe
3870,01/04/2020,1,4,2020,40,0,Bulgaria,BG,BGR,7000039.0,Europe
3871,31/03/2020,31,3,2020,13,0,Bulgaria,BG,BGR,7000039.0,Europe
3872,30/03/2020,30,3,2020,15,1,Bulgaria,BG,BGR,7000039.0,Europe
3873,29/03/2020,29,3,2020,38,4,Bulgaria,BG,BGR,7000039.0,Europe
3874,28/03/2020,28,3,2020,29,0,Bulgaria,BG,BGR,7000039.0,Europe
3875,27/03/2020,27,3,2020,22,0,Bulgaria,BG,BGR,7000039.0,Europe
3876,26/03/2020,26,3,2020,22,0,Bulgaria,BG,BGR,7000039.0,Europe
3877,25/03/2020,25,3,2020,19,0,Bulgaria,BG,BGR,7000039.0,Europe
3878,24/03/2020,24,3,2020,16,0,Bulgaria,BG,BGR,7000039.0,Europe
3879,23/03/2020,23,3,2020,22,0,Bulgaria,BG,BGR,7000039.0,Europe
3880,22/03/2020,22,3,2020,36,0,Bulgaria,BG,BGR,7000039.0,Europe
3881,21/03/2020,21,3,2020,22,0,Bulgaria,BG,BGR,7000039.0,Europe
3882,20/03/2020,20,3,2020,13,1,Bulgaria,BG,BGR,7000039.0,Europe
3883,19/03/2020,19,3,2020,11,0,Bulgaria,BG,BGR,7000039.0,Europe
3884,18/03/2020,18,3,2020,19,0,Bulgaria,BG,BGR,7000039.0,Europe
3885,17/03/2020,17,3,2020,11,0,Bulgaria,BG,BGR,7000039.0,Europe
3886,16/03/2020,16,3,2020,10,0,Bulgaria,BG,BGR,7000039.0,Europe
3887,15/03/2020,15,3,2020,10,1,Bulgaria,BG,BGR,7000039.0,Europe
3888,14/03/2020,14,3,2020,8,0,Bulgaria,BG,BGR,7000039.0,Europe
3889,13/03/2020,13,3,2020,16,0,Bulgaria,BG,BGR,7000039.0,Europe
3890,12/03/2020,12,3,2020,3,1,Bulgaria,BG,BGR,7000039.0,Europe
3891,09/03/2020,9,3,2020,2,0,Bulgaria,BG,BGR,7000039.0,Europe
3892,08/03/2020,8,3,2020,2,0,Bulgaria,BG,BGR,7000039.0,Europe
3893,27/06/2020,27,6,2020,0,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3894,26/06/2020,26,6,2020,7,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3895,25/06/2020,25,6,2020,15,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3896,24/06/2020,24,6,2020,12,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3897,23/06/2020,23,6,2020,4,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3898,22/06/2020,22,6,2020,1,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3899,21/06/2020,21,6,2020,2,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3900,20/06/2020,20,6,2020,1,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3901,19/06/2020,19,6,2020,0,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3902,18/06/2020,18,6,2020,4,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3903,17/06/2020,17,6,2020,1,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3904,16/06/2020,16,6,2020,0,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3905,15/06/2020,15,6,2020,0,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3906,14/06/2020,14,6,2020,2,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3907,13/06/2020,13,6,2020,0,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3908,12/06/2020,12,6,2020,1,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3909,11/06/2020,11,6,2020,0,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3910,10/06/2020,10,6,2020,1,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3911,09/06/2020,9,6,2020,1,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3912,08/06/2020,8,6,2020,1,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3913,07/06/2020,7,6,2020,0,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3914,06/06/2020,6,6,2020,3,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3915,05/06/2020,5,6,2020,1,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3916,04/06/2020,4,6,2020,1,0,Burkina_Faso,BF,BFA,20321383.0,Africa
3917,03/06/2020,3,6,2020,2,0,Burkina_Faso,BF,BFA,20321383.0,Africa
